"id","status","donor_id","receiver_id","collected_at","created_at","updated_at","has_invoice_photo"
"4dac242d-0f9a-421e-bc75-c14801001a11","open","7c2166f9-688b-40c6-8f2f-55113a223be4","afc8cdb2-8125-4519-90ae-911a236504af","2025-05-19T22:00:00Z","2025-05-23T18:55:58.711866Z","2025-05-23T18:56:46.403147Z","false"
"54de23e7-23d4-4628-aa79-e72d47259331","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-06-16T19:30:00Z","2025-06-16T22:27:16.763314Z","2025-06-16T22:53:55.374686Z","true"
"256882dd-79ca-4894-97b6-c2abf0736b70","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-05-23T18:30:00Z","2025-05-23T21:30:01.966839Z","2025-05-23T21:42:37.759166Z","true"
"b0390cc0-5907-486f-904b-95c22c2c328b","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-07-02T19:00:00Z","2025-07-02T21:36:03.689406Z","2025-07-02T22:17:30.952849Z","true"
"c255bf58-4f42-45f0-be3b-76d8f281613e","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-06-09T19:30:00Z","2025-06-09T21:14:47.770928Z","2025-06-09T21:48:00.869291Z","true"
"38eea0da-6eba-4239-b397-804636a7576c","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-06-20T19:30:00Z","2025-06-20T22:55:34.250345Z","2025-06-20T23:17:22.246083Z","true"
"e11c6f44-9525-4dcf-a6d8-d49705ebab03","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-06-17T18:00:00Z","2025-06-17T19:52:18.469082Z","2025-06-17T20:13:11.78485Z","true"
"5eb349da-63b3-460a-8a89-b1b4cd727feb","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-06-27T19:00:00Z","2025-06-27T22:43:09.098006Z","2025-06-27T23:02:08.577193Z","true"
"7ee94cc6-db5e-478d-9632-f5417fa7da1f","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-06-30T20:00:00Z","2025-06-30T23:48:06.95526Z","2025-07-01T00:07:11.100185Z","true"
"a98e207d-1033-49c7-bb0c-0f5d0efb3472","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-06-24T18:10:00Z","2025-06-24T19:28:18.08816Z","2025-06-24T20:17:49.549016Z","true"
"3edab048-8699-496f-b166-2ef67f93a0db","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-07-07T20:20:00Z","2025-07-07T22:19:12.038654Z","2025-07-07T22:58:10.554247Z","true"
"0e821ed1-329b-4a07-8daf-bc4fb911e121","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-05-24T18:30:00Z","2025-05-24T22:21:29.769062Z","2025-05-24T22:34:43.433812Z","true"
"78e70d49-6a05-4f49-b1dd-81efd01819ad","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-06-10T20:30:00Z","2025-06-10T21:59:41.927969Z","2025-06-10T22:21:55.377288Z","true"
"4c5fb2bd-8b0c-40d5-a494-0276a69509fc","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-07-06T17:50:00Z","2025-07-06T21:33:02.774055Z","2025-07-06T21:42:25.379482Z","true"
"18c94e88-25bf-4945-a456-a61ce658ba0c","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-07-04T20:35:00Z","2025-07-04T23:00:49.86987Z","2025-07-04T23:13:23.817244Z","true"
"e8874a74-e214-4e89-a116-e6e0dbc29d92","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-06-21T18:00:00Z","2025-06-21T18:53:51.938031Z","2025-06-21T19:06:19.077952Z","true"
"33f2c392-ac6d-419f-8f47-320fb73cacaf","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-07-25T20:00:00Z","2025-07-25T22:13:10.931974Z","2025-07-25T22:38:45.182143Z","true"
"1515e5f4-6686-4d8a-92b4-8725ede59e51","closed","7c2166f9-688b-40c6-8f2f-55113a223be4","ec05bd3e-cff1-4df6-81e1-b2eb0d5b4f1f","2025-07-09T20:00:00Z","2025-07-09T21:41:18.495768Z","2025-07-09T22:05:02.963616Z","true"
