note,start_time,end_time,status_id,created_at,updated_at,donor_id
,2025-06-12 17:30:22.623,2025-06-12 20:00:22.623,4,2025-06-12 15:21:24.314265,2025-07-15 19:32:03.359119,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-07-28 18:00:22.975,2025-07-28 19:00:22.975,4,2025-07-28 18:12:24.939206,2025-07-28 18:12:24.939206,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-05-30 18:45:11.923,2025-05-30 20:00:11.923,4,2025-05-30 18:30:13.467462,2025-07-15 19:32:03.359119,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-06-13 18:00:51.707,2025-06-13 20:00:51.707,4,2025-06-13 17:29:52.897654,2025-07-15 19:32:03.359119,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-06-14 17:30:41.471,2025-06-14 18:30:41.471,4,2025-06-14 16:01:43.521611,2025-07-15 19:32:03.359119,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-06-27 18:00:35.568,2025-06-27 19:45:35.568,4,2025-06-27 16:04:37.640487,2025-07-15 19:32:03.359119,4df6b828-3159-4095-801f-67ab5f896fc3
"desculpa o horario,saiu essa pelo fato que, o sistema do mercado caiu",2025-06-16 19:45:58.732,2025-06-16 20:45:58.732,4,2025-06-16 19:45:00.637784,2025-07-15 19:32:03.359119,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-06-17 17:30:00.76,2025-06-17 20:00:00.76,4,2025-06-17 17:29:03.269697,2025-07-15 19:32:03.359119,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-06-18 17:00:30.781,2025-06-18 19:30:30.781,4,2025-06-18 15:12:32.957488,2025-07-15 19:32:03.359119,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-06-20 18:00:37.098,2025-06-20 19:30:37.098,4,2025-06-20 17:46:39.412265,2025-07-15 19:32:03.359119,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-06-23 17:30:29.851,2025-06-23 18:45:29.851,4,2025-06-23 17:19:31.479637,2025-07-15 19:32:03.359119,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-08-05 18:30:02.174,2025-08-05 19:30:02.174,4,2025-08-05 18:25:04.054948,2025-08-05 18:25:04.054948,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-06-24 17:15:06.258,2025-06-24 19:00:06.258,4,2025-06-24 15:35:09.487435,2025-07-15 19:32:03.359119,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-06-25 17:30:04.096,2025-06-25 18:45:04.096,4,2025-06-25 14:49:05.931029,2025-07-15 19:32:03.359119,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-07-24 17:30:48.068,2025-07-24 18:30:48.068,4,2025-07-24 17:21:49.938164,2025-07-24 17:21:49.938164,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-06-30 18:15:03.24,2025-06-30 19:45:03.24,4,2025-06-30 18:07:04.944375,2025-07-15 19:32:03.359119,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-07-01 17:30:09.036,2025-07-01 18:45:09.036,4,2025-07-01 15:09:10.655172,2025-07-15 19:32:03.359119,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-07-02 17:30:05.125,2025-07-02 18:45:05.125,4,2025-07-02 14:33:07.029984,2025-07-15 19:32:03.359119,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-07-30 18:00:04.613,2025-07-30 19:00:04.613,4,2025-07-30 18:00:05.679157,2025-07-30 18:00:05.679157,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-08-01 17:45:20.506,2025-08-01 18:45:20.506,4,2025-08-01 17:34:21.648619,2025-08-01 17:34:21.648619,4df6b828-3159-4095-801f-67ab5f896fc3
"Outro telefone para contato 11969296069
Registrada via https://infineat-production.herokuapp.com/admin/donation_packs/982aac00-8571-4f49-9cc8-69f3272691c3",2025-08-02 18:00:42.364,2025-08-02 19:00:42.364,4,2025-08-02 16:41:44.524982,2025-08-02 16:41:44.524982,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-07-03 18:00:58.584,2025-07-03 19:00:58.584,4,2025-07-03 17:37:00.796644,2025-07-15 19:32:03.359119,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-07-04 17:30:18.784,2025-07-04 20:30:18.784,4,2025-07-04 13:58:20.390928,2025-07-15 19:32:03.359119,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-07-05 16:30:11.072,2025-07-05 18:30:11.072,4,2025-07-05 14:39:12.936962,2025-07-15 19:32:03.359119,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-07-07 18:30:41.083,2025-07-07 19:30:41.083,4,2025-07-07 18:32:44.033964,2025-07-15 19:32:03.359119,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-07-08 18:30:08.141,2025-07-08 19:45:08.141,4,2025-07-08 17:53:10.295036,2025-07-15 19:32:03.359119,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-07-10 17:00:14.615,2025-07-10 18:00:14.615,4,2025-07-10 14:32:16.443057,2025-07-15 19:32:03.359119,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-07-26 16:30:04.687,2025-07-26 18:30:04.687,2,2025-07-26 16:26:05.927115,2025-07-26 16:26:05.927115,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-07-12 17:00:08.524,2025-07-12 19:00:08.524,4,2025-07-12 15:44:10.818801,2025-07-15 19:32:03.359119,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-07-14 17:30:31.619,2025-07-14 18:45:31.619,4,2025-07-14 15:12:33.417336,2025-07-15 19:32:03.359119,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-08-04 18:00:56.969,2025-08-04 19:00:56.969,4,2025-08-04 18:02:58.909205,2025-08-04 18:02:58.909205,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-07-31 17:30:37.182,2025-07-31 18:30:37.182,4,2025-07-31 15:29:39.063204,2025-07-31 15:29:39.063204,4df6b828-3159-4095-801f-67ab5f896fc3
Registrada em https://infineat-production.herokuapp.com/admin/donation_packs/e963ccfa-91fc-410c-9563-a99192dffc80,2025-07-15 18:15:59.979,2025-07-15 19:15:59.979,4,2025-07-15 18:13:01.728329,2025-07-15 18:13:01.728329,4df6b828-3159-4095-801f-67ab5f896fc3
,2025-08-06 17:00:06.966,2025-08-06 18:00:06.966,4,2025-08-06 16:54:08.615782,2025-08-06 16:54:08.615782,4df6b828-3159-4095-801f-67ab5f896fc3
